date,state,epidemiological_week_2019,epidemiological_week_2020,deaths_indeterminate_2019,deaths_respiratory_failure_2019,deaths_others_2019,deaths_pneumonia_2019,deaths_septicemia_2019,deaths_sars_2019,deaths_covid19,deaths_indeterminate_2020,deaths_respiratory_failure_2020,deaths_others_2020,deaths_pneumonia_2020,deaths_septicemia_2020,deaths_sars_2020,deaths_total_2019,deaths_total_2020,new_deaths_indeterminate_2019,new_deaths_respiratory_failure_2019,new_deaths_others_2019,new_deaths_pneumonia_2019,new_deaths_septicemia_2019,new_deaths_sars_2019,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_respiratory_failure_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_septicemia_2020,new_deaths_sars_2020,new_deaths_total_2019,new_deaths_total_2020
2020-12-12,PI,50,50,68,1747,6543,2375,1529,23,1560,59,1383,6326,1633,1176,80,12285,12217,,2,20,5,5,,1,,,11,2,2,,32,16
2020-12-13,PI,50,51,68,1749,6559,2379,1532,23,1563,59,1384,6334,1633,1176,80,12310,12229,,2,16,4,3,,3,,1,8,,,,25,12
2020-12-14,PI,50,51,68,1751,6575,2387,1533,23,1566,59,1384,6340,1634,1176,80,12337,12239,,2,16,8,1,,3,,,6,1,,,27,10
2020-12-15,PI,51,51,68,1758,6593,2393,1538,23,1568,59,1384,6347,1635,1176,80,12373,12249,,7,18,6,5,,2,,,7,1,,,36,10
2020-12-16,PI,51,51,69,1761,6612,2398,1543,23,1570,59,1385,6353,1635,1181,80,12406,12263,1,3,19,5,5,,2,,1,6,,5,,33,14
2020-12-17,PI,51,51,69,1763,6625,2407,1547,23,1570,59,1386,6354,1635,1181,80,12434,12265,,2,13,9,4,,,,1,1,,,,28,2
2020-12-18,PI,51,51,69,1768,6634,2413,1548,23,1571,59,1387,6358,1635,1181,80,12455,12271,,5,9,6,1,,1,,1,4,,,,21,6
2020-12-19,PI,51,51,69,1774,6647,2420,1553,23,1571,59,1387,6363,1635,1181,80,12486,12276,,6,13,7,5,,,,,5,,,,31,5
2020-12-20,PI,51,52,69,1775,6660,2427,1556,23,1572,59,1387,6365,1638,1181,80,12510,12282,,1,13,7,3,,1,,,2,3,,,24,6
2020-12-21,PI,51,52,70,1780,6669,2431,1557,23,1572,59,1387,6367,1639,1182,80,12530,12286,1,5,9,4,1,,,,,2,1,1,,20,4
2020-12-22,PI,52,52,70,1784,6684,2438,1564,23,1572,59,1387,6368,1639,1182,80,12563,12287,,4,15,7,7,,,,,1,,,,33,1
2020-12-23,PI,52,52,70,1787,6702,2445,1572,24,1572,59,1387,6371,1639,1182,80,12600,12290,,3,18,7,8,1,,,,3,,,,37,3
2020-12-24,PI,52,52,70,1790,6717,2447,1579,24,1572,59,1387,6373,1639,1183,80,12627,12293,,3,15,2,7,,,,,2,,1,,27,3
2020-12-25,PI,52,52,70,1794,6739,2452,1583,24,1572,59,1387,6375,1639,1183,80,12662,12295,,4,22,5,4,,,,,2,,,,35,2
2020-12-26,PI,52,52,70,1800,6756,2458,1585,24,1572,59,1389,6375,1639,1183,80,12693,12297,,6,17,6,2,,,,2,,,,,31,2
2020-12-27,PI,52,53,71,1807,6775,2466,1590,24,1572,59,1390,6376,1640,1183,80,12733,12300,1,7,19,8,5,,,,1,1,1,,,40,3
2020-12-28,PI,52,53,72,1810,6788,2470,1596,24,1572,59,1390,6376,1640,1183,80,12760,12300,1,3,13,4,6,,,,,,,,,27,0
2020-12-29,PI,1,53,72,1814,6800,2475,1597,24,1572,59,1390,6376,1640,1183,80,12782,12300,,4,12,5,1,,,,,,,,,22,0
2020-12-30,PI,1,53,72,1818,6821,2484,1601,24,1572,59,1390,6376,1640,1183,80,12820,12300,,4,21,9,4,,,,,,,,,38,0
2020-12-31,PI,1,53,72,1822,6832,2488,1605,24,1572,59,1390,6376,1640,1183,80,12843,12300,,4,11,4,4,,,,,,,,,23,0
2020-01-01,PR,1,1,1,7,96,31,22,0,0,1,17,124,35,33,0,157,210,1,7,96,31,22,,,1,17,124,35,33,,157,210
2020-01-02,PR,1,1,2,15,202,55,55,0,0,2,29,214,73,59,0,329,377,1,8,106,24,33,,,1,12,90,38,26,,172,167
2020-01-03,PR,1,1,2,30,307,98,78,1,0,3,36,295,102,83,0,516,519,,15,105,43,23,1,,1,7,81,29,24,,187,142
2020-01-04,PR,1,1,2,42,398,123,113,1,0,3,51,374,130,110,0,679,668,,12,91,25,35,,,,15,79,28,27,,163,149
2020-01-05,PR,1,2,4,56,479,155,132,1,0,5,61,471,170,142,0,827,849,2,14,81,32,19,,,2,10,97,40,32,,148,181
2020-01-06,PR,2,2,5,65,561,179,159,1,0,6,73,581,210,166,0,970,1036,1,9,82,24,27,,,1,12,110,40,24,,143,187
2020-01-07,PR,2,2,6,82,664,212,196,1,0,6,83,683,249,193,1,1161,1215,1,17,103,33,37,,,,10,102,39,27,1,191,179
2020-01-08,PR,2,2,6,90,759,236,229,1,0,6,95,776,283,224,1,1321,1385,,8,95,24,33,,,,12,93,34,31,,160,170
2020-01-09,PR,2,2,6,104,843,260,252,1,0,6,107,895,315,255,1,1466,1579,,14,84,24,23,,,,12,119,32,31,,145,194
2020-01-10,PR,2,2,7,117,947,288,281,1,0,6,122,1006,352,280,1,1641,1767,1,13,104,28,29,,,,15,111,37,25,,175,188
2020-01-11,PR,2,2,7,134,1042,312,300,2,0,6,135,1094,378,306,1,1797,1920,,17,95,24,19,1,,,13,88,26,26,,156,153
2020-01-12,PR,2,3,8,149,1130,334,328,3,0,7,149,1189,408,329,1,1952,2083,1,15,88,22,28,1,,1,14,95,30,23,,155,163
2020-01-13,PR,3,3,9,160,1217,355,359,3,0,7,163,1280,433,349,1,2103,2233,1,11,87,21,31,,,,14,91,25,20,,151,150
2020-01-14,PR,3,3,11,176,1327,388,391,3,0,8,179,1375,463,367,1,2296,2393,2,16,110,33,32,,,1,16,95,30,18,,193,160
2020-01-15,PR,3,3,12,188,1449,415,423,3,0,9,195,1489,499,390,1,2490,2583,1,12,122,27,32,,,1,16,114,36,23,,194,190
2020-01-16,PR,3,3,13,199,1546,440,446,3,0,9,206,1581,526,415,1,2647,2738,1,11,97,25,23,,,,11,92,27,25,,157,155
2020-01-17,PR,3,3,16,210,1650,469,470,3,0,9,223,1673,556,433,1,2818,2895,3,11,104,29,24,,,,17,92,30,18,,171,157
2020-01-18,PR,3,3,16,217,1751,497,487,3,0,9,237,1755,598,457,1,2971,3057,,7,101,28,17,,,,14,82,42,24,,153,162
2020-01-19,PR,3,4,17,236,1850,523,512,3,0,9,251,1839,630,484,1,3141,3214,1,19,99,26,25,,,,14,84,32,27,,170,157
2020-01-20,PR,4,4,18,247,1941,558,541,3,0,9,265,1933,660,502,1,3308,3370,1,11,91,35,29,,,,14,94,30,18,,167,156
2020-01-21,PR,4,4,20,258,2050,584,569,3,0,9,280,2034,687,525,2,3484,3537,2,11,109,26,28,,,,15,101,27,23,1,176,167
2020-01-22,PR,4,4,21,274,2135,610,588,3,0,9,289,2107,711,545,3,3631,3664,1,16,85,26,19,,,,9,73,24,20,1,147,127
2020-01-23,PR,4,4,22,288,2241,636,617,5,0,12,301,2215,733,565,3,3809,3829,1,14,106,26,29,2,,3,12,108,22,20,,178,165
2020-01-24,PR,4,4,24,303,2351,659,643,5,0,15,309,2305,760,587,4,3985,3980,2,15,110,23,26,,,3,8,90,27,22,1,176,151
2020-01-25,PR,4,4,24,314,2455,687,665,5,0,15,320,2406,796,611,4,4150,4152,,11,104,28,22,,,,11,101,36,24,,165,172
2020-01-26,PR,4,5,26,327,2551,705,689,5,0,17,328,2523,830,636,4,4303,4338,2,13,96,18,24,,,2,8,117,34,25,,153,186
2020-01-27,PR,5,5,28,338,2653,734,709,5,0,18,347,2614,867,657,4,4467,4507,2,11,102,29,20,,,1,19,91,37,21,,164,169
2020-01-28,PR,5,5,28,350,2745,756,740,5,0,19,361,2711,896,685,4,4624,4676,,12,92,22,31,,,1,14,97,29,28,,157,169
2020-01-29,PR,5,5,28,362,2839,788,772,5,0,21,375,2814,930,718,4,4794,4862,,12,94,32,32,,,2,14,103,34,33,,170,186
2020-01-30,PR,5,5,28,370,2935,823,802,5,0,22,392,2904,964,736,5,4963,5023,,8,96,35,30,,,1,17,90,34,18,1,169,161
2020-01-31,PR,5,5,29,377,3033,863,823,5,0,22,408,3008,993,772,5,5130,5208,1,7,98,40,21,,,,16,104,29,36,,167,185
2020-02-01,PR,5,5,31,399,3120,899,846,5,0,23,420,3096,1025,805,5,5300,5374,2,22,87,36,23,,,1,12,88,32,33,,170,166
2020-02-02,PR,5,6,32,421,3219,932,882,5,0,24,439,3187,1053,831,5,5491,5539,1,22,99,33,36,,,1,19,91,28,26,,191,165
2020-02-03,PR,6,6,33,432,3324,979,907,5,0,24,450,3288,1075,853,5,5680,5695,1,11,105,47,25,,,,11,101,22,22,,189,156
2020-02-04,PR,6,6,33,445,3403,998,934,5,0,26,461,3389,1094,875,6,5818,5851,,13,79,19,27,,,2,11,101,19,22,1,138,156
2020-02-05,PR,6,6,33,456,3488,1022,953,5,0,26,480,3483,1120,901,8,5957,6018,,11,85,24,19,,,,19,94,26,26,2,139,167
2020-02-06,PR,6,6,35,470,3575,1056,981,5,0,26,500,3582,1160,916,8,6122,6192,2,14,87,34,28,,,,20,99,40,15,,165,174
2020-02-07,PR,6,6,35,477,3677,1089,1005,7,0,27,509,3695,1176,944,8,6290,6359,,7,102,33,24,2,,1,9,113,16,28,,168,167
2020-02-08,PR,6,6,36,493,3770,1119,1037,7,0,27,526,3807,1206,969,9,6462,6544,1,16,93,30,32,,,,17,112,30,25,1,172,185
2020-02-09,PR,6,7,37,500,3859,1141,1058,8,0,30,540,3915,1233,999,10,6603,6727,1,7,89,22,21,1,,3,14,108,27,30,1,141,183
2020-02-10,PR,7,7,38,509,3965,1171,1093,8,0,31,557,4033,1255,1020,11,6784,6907,1,9,106,30,35,,,1,17,118,22,21,1,181,180
2020-02-11,PR,7,7,39,526,4071,1201,1115,9,0,31,567,4118,1276,1053,11,6961,7056,1,17,106,30,22,1,,,10,85,21,33,,177,149
2020-02-12,PR,7,7,40,534,4151,1234,1133,9,0,33,570,4215,1303,1079,11,7101,7211,1,8,80,33,18,,,2,3,97,27,26,,140,155
2020-02-13,PR,7,7,41,543,4239,1259,1154,9,0,33,580,4319,1335,1096,11,7245,7374,1,9,88,25,21,,,,10,104,32,17,,144,163
2020-02-14,PR,7,7,42,556,4341,1302,1181,9,0,34,598,4438,1366,1117,11,7431,7564,1,13,102,43,27,,,1,18,119,31,21,,186,190
2020-02-15,PR,7,7,42,574,4429,1335,1206,9,0,36,605,4541,1394,1136,11,7595,7723,,18,88,33,25,,,2,7,103,28,19,,164,159
2020-02-16,PR,7,8,42,582,4513,1361,1232,9,0,39,621,4661,1419,1165,11,7739,7916,,8,84,26,26,,,3,16,120,25,29,,144,193
2020-02-17,PR,8,8,44,593,4602,1389,1254,9,0,40,636,4765,1450,1197,12,7891,8100,2,11,89,28,22,,,1,15,104,31,32,1,152,184
2020-02-18,PR,8,8,44,602,4691,1410,1270,9,0,40,652,4874,1485,1220,12,8026,8283,,9,89,21,16,,,,16,109,35,23,,135,183
2020-02-19,PR,8,8,45,613,4782,1443,1293,9,0,42,658,4968,1521,1247,12,8185,8448,1,11,91,33,23,,,2,6,94,36,27,,159,165
2020-02-20,PR,8,8,45,628,4851,1474,1305,9,0,42,675,5065,1556,1267,12,8312,8617,,15,69,31,12,,,,17,97,35,20,,127,169
2020-02-21,PR,8,8,45,641,4955,1501,1333,9,0,42,688,5165,1582,1289,12,8484,8778,,13,104,27,28,,,,13,100,26,22,,172,161
2020-02-22,PR,8,8,45,655,5049,1522,1358,9,0,42,696,5269,1613,1313,12,8638,8945,,14,94,21,25,,,,8,104,31,24,,154,167
2020-02-23,PR,8,9,47,666,5143,1554,1386,10,0,42,709,5358,1640,1339,13,8806,9101,2,11,94,32,28,1,,,13,89,27,26,1,168,156
2020-02-24,PR,9,9,48,674,5224,1586,1411,10,0,43,727,5455,1665,1368,13,8953,9271,1,8,81,32,25,,,1,18,97,25,29,,147,170
2020-02-25,PR,9,9,48,690,5296,1606,1438,10,0,44,738,5560,1698,1388,13,9088,9441,,16,72,20,27,,,1,11,105,33,20,,135,170
2020-02-26,PR,9,9,48,697,5398,1632,1460,10,0,46,753,5655,1736,1412,13,9245,9615,,7,102,26,22,,,2,15,95,38,24,,157,174
2020-02-27,PR,9,9,50,709,5492,1667,1481,10,0,48,764,5754,1766,1451,13,9409,9796,2,12,94,35,21,,,2,11,99,30,39,,164,181
2020-02-28,PR,9,9,50,722,5594,1692,1495,10,0,48,770,5859,1795,1484,13,9563,9969,,13,102,25,14,,,,6,105,29,33,,154,173
2020-02-29,PR,9,9,50,722,5594,1692,1495,10,0,49,782,5930,1830,1505,15,9563,10111,,,,,,,,1,12,71,35,21,2,0,142
2020-03-01,PR,9,10,51,736,5691,1711,1519,12,0,50,791,6029,1862,1525,16,9720,10273,1,14,97,19,24,2,,1,9,99,32,20,1,157,162
2020-03-02,PR,9,10,51,751,5803,1742,1537,13,0,51,804,6143,1890,1557,16,9897,10461,,15,112,31,18,1,,1,13,114,28,32,,177,188
2020-03-03,PR,10,10,51,760,5901,1764,1570,13,0,55,813,6236,1923,1576,17,10059,10620,,9,98,22,33,,,4,9,93,33,19,1,162,159
2020-03-04,PR,10,10,51,777,6004,1787,1593,14,0,56,829,6351,1950,1612,17,10226,10815,,17,103,23,23,1,,1,16,115,27,36,,167,195
2020-03-05,PR,10,10,51,785,6129,1826,1622,14,0,56,838,6471,1985,1635,17,10427,11002,,8,125,39,29,,,,9,120,35,23,,201,187
2020-03-06,PR,10,10,51,794,6222,1849,1647,14,0,56,851,6583,2008,1667,17,10577,11182,,9,93,23,25,,,,13,112,23,32,,150,180
2020-03-07,PR,10,10,52,804,6316,1884,1673,14,0,56,865,6688,2043,1692,18,10743,11362,1,10,94,35,26,,,,14,105,35,25,1,166,180
2020-03-08,PR,10,11,55,821,6408,1912,1705,15,0,57,875,6790,2076,1710,18,10916,11526,3,17,92,28,32,1,,1,10,102,33,18,,173,164
2020-03-09,PR,10,11,56,833,6489,1935,1745,15,0,57,887,6884,2100,1736,18,11073,11682,1,12,81,23,40,,,,12,94,24,26,,157,156
2020-03-10,PR,11,11,56,847,6598,1964,1772,16,0,59,898,6989,2127,1754,19,11253,11846,,14,109,29,27,1,,2,11,105,27,18,1,180,164
2020-03-11,PR,11,11,56,867,6688,1989,1802,16,0,60,908,7094,2158,1775,19,11418,12014,,20,90,25,30,,,1,10,105,31,21,,165,168
2020-03-12,PR,11,11,56,880,6767,2028,1828,16,0,62,921,7199,2192,1804,19,11575,12197,,13,79,39,26,,,2,13,105,34,29,,157,183
2020-03-13,PR,11,11,56,892,6866,2058,1854,18,0,62,938,7324,2234,1837,19,11744,12414,,12,99,30,26,2,,,17,125,42,33,,169,217
2020-03-14,PR,11,11,57,905,6964,2089,1872,19,0,62,951,7428,2280,1867,19,11906,12607,1,13,98,31,18,1,,,13,104,46,30,,162,193
2020-03-15,PR,11,12,57,919,7084,2122,1893,20,0,64,964,7538,2325,1892,19,12095,12802,,14,120,33,21,1,,2,13,110,45,25,,189,195
2020-03-16,PR,11,12,57,934,7184,2156,1920,20,0,65,973,7671,2368,1926,19,12271,13022,,15,100,34,27,,,1,9,133,43,34,,176,220
2020-03-17,PR,12,12,57,947,7267,2187,1939,20,0,65,988,7771,2403,1955,20,12417,13202,,13,83,31,19,,,,15,100,35,29,1,146,180
2020-03-18,PR,12,12,57,960,7359,2210,1956,20,0,66,996,7876,2452,1982,21,12562,13393,,13,92,23,17,,,1,8,105,49,27,1,145,191
2020-03-19,PR,12,12,60,971,7441,2240,1986,20,1,68,1011,7971,2490,2013,21,12718,13575,3,11,82,30,30,,1,2,15,95,38,31,,156,182
2020-03-20,PR,12,12,62,986,7541,2267,2011,20,1,70,1024,8073,2523,2041,21,12887,13753,2,15,100,27,25,,,2,13,102,33,28,,169,178
2020-03-21,PR,12,12,62,1000,7624,2289,2037,21,1,73,1038,8184,2556,2057,22,13033,13931,,14,83,22,26,1,,3,14,111,33,16,1,146,178
2020-03-22,PR,12,13,63,1016,7728,2332,2059,21,2,76,1052,8281,2594,2085,24,13219,14114,1,16,104,43,22,,1,3,14,97,38,28,2,186,183
2020-03-23,PR,12,13,63,1024,7821,2358,2074,23,2,78,1071,8379,2621,2117,26,13363,14294,,8,93,26,15,2,,2,19,98,27,32,2,144,180
2020-03-24,PR,13,13,64,1032,7929,2380,2091,23,2,80,1085,8471,2650,2142,26,13519,14456,1,8,108,22,17,,,2,14,92,29,25,,156,162
2020-03-25,PR,13,13,65,1043,8022,2411,2116,23,2,83,1095,8590,2679,2163,27,13680,14639,1,11,93,31,25,,,3,10,119,29,21,1,161,183
2020-03-26,PR,13,13,66,1057,8117,2430,2144,23,2,84,1114,8675,2726,2185,27,13837,14813,1,14,95,19,28,,,1,19,85,47,22,,157,174
2020-03-27,PR,13,13,66,1071,8204,2459,2175,23,2,85,1126,8783,2767,2205,28,13998,14996,,14,87,29,31,,,1,12,108,41,20,1,161,183
2020-03-28,PR,13,13,67,1081,8287,2487,2197,23,2,85,1136,8891,2806,2227,28,14142,15175,1,10,83,28,22,,,,10,108,39,22,,144,179
2020-03-29,PR,13,14,69,1095,8363,2516,2226,23,2,86,1152,8990,2830,2247,29,14292,15336,2,14,76,29,29,,,1,16,99,24,20,1,150,161
2020-03-30,PR,13,14,70,1122,8458,2552,2258,23,3,88,1163,9094,2857,2271,30,14483,15506,1,27,95,36,32,,1,2,11,104,27,24,1,191,170
2020-03-31,PR,14,14,71,1135,8545,2585,2274,23,5,90,1174,9213,2893,2284,34,14633,15693,1,13,87,33,16,,2,2,11,119,36,13,4,150,187
2020-04-01,PR,14,14,71,1151,8654,2607,2293,24,7,91,1184,9334,2928,2316,35,14800,15895,,16,109,22,19,1,2,1,10,121,35,32,1,167,202
2020-04-02,PR,14,14,72,1167,8754,2630,2322,24,8,92,1201,9428,2953,2338,36,14969,16056,1,16,100,23,29,,1,1,17,94,25,22,1,169,161
2020-04-03,PR,14,14,72,1175,8856,2658,2357,25,12,93,1213,9526,2986,2357,39,15143,16226,,8,102,28,35,1,4,1,12,98,33,19,3,174,170
2020-04-04,PR,14,14,72,1192,8987,2683,2373,26,17,94,1225,9625,3015,2377,39,15333,16392,,17,131,25,16,1,5,1,12,99,29,20,,190,166
2020-04-05,PR,14,15,73,1209,9077,2717,2397,26,19,94,1234,9754,3048,2395,41,15499,16585,1,17,90,34,24,,2,,9,129,33,18,2,166,193
2020-04-06,PR,14,15,75,1225,9178,2744,2425,26,26,95,1263,9847,3080,2415,41,15673,16767,2,16,101,27,28,,7,1,29,93,32,20,,174,182
2020-04-07,PR,15,15,77,1243,9285,2776,2448,26,31,96,1276,9958,3106,2435,44,15855,16946,2,18,107,32,23,,5,1,13,111,26,20,3,182,179
2020-04-08,PR,15,15,77,1255,9398,2797,2472,26,38,99,1296,10049,3130,2456,45,16025,17113,,12,113,21,24,,7,3,20,91,24,21,1,170,167
2020-04-09,PR,15,15,80,1276,9510,2839,2482,26,40,99,1311,10154,3161,2477,47,16213,17289,3,21,112,42,10,,2,,15,105,31,21,2,188,176
2020-04-10,PR,15,15,80,1288,9605,2871,2502,27,41,100,1322,10252,3185,2500,47,16373,17447,,12,95,32,20,1,1,1,11,98,24,23,,160,158
2020-04-11,PR,15,15,81,1305,9706,2895,2531,27,45,100,1337,10372,3216,2525,49,16545,17644,1,17,101,24,29,,4,,15,120,31,25,2,172,197
2020-04-12,PR,15,16,82,1322,9794,2927,2557,28,49,100,1356,10477,3251,2539,50,16710,17822,1,17,88,32,26,1,4,,19,105,35,14,1,165,178
2020-04-13,PR,15,16,82,1332,9902,2964,2590,28,55,100,1371,10589,3276,2562,50,16898,18003,,10,108,37,33,,6,,15,112,25,23,,188,181
2020-04-14,PR,16,16,84,1346,10012,2998,2615,30,61,101,1380,10701,3293,2586,51,17085,18173,2,14,110,34,25,2,6,1,9,112,17,24,1,187,170
2020-04-15,PR,16,16,84,1357,10115,3031,2640,30,68,102,1388,10817,3322,2610,52,17257,18359,,11,103,33,25,,7,1,8,116,29,24,1,172,186
2020-04-16,PR,16,16,85,1370,10211,3062,2664,30,71,103,1396,10929,3351,2636,53,17422,18539,1,13,96,31,24,,3,1,8,112,29,26,1,165,180
2020-04-17,PR,16,16,86,1386,10283,3094,2688,30,78,105,1412,11041,3377,2664,53,17567,18730,1,16,72,32,24,,7,2,16,112,26,28,,145,191
2020-04-18,PR,16,16,86,1395,10382,3130,2708,30,84,107,1423,11134,3396,2684,53,17731,18881,,9,99,36,20,,6,2,11,93,19,20,,164,151
2020-04-19,PR,16,17,86,1412,10487,3158,2725,30,92,108,1442,11213,3416,2702,54,17898,19027,,17,105,28,17,,8,1,19,79,20,18,1,167,146
2020-04-20,PR,16,17,87,1429,10578,3195,2743,30,99,108,1458,11313,3449,2726,56,18062,19209,1,17,91,37,18,,7,,16,100,33,24,2,164,182
2020-04-21,PR,17,17,87,1446,10682,3221,2758,30,103,108,1466,11415,3472,2755,57,18224,19376,,17,104,26,15,,4,,8,102,23,29,1,162,167
2020-04-22,PR,17,17,88,1459,10798,3243,2779,30,111,108,1484,11512,3500,2776,57,18397,19548,1,13,116,22,21,,8,,18,97,28,21,,173,172
2020-04-23,PR,17,17,90,1467,10897,3270,2807,30,121,108,1493,11611,3534,2795,57,18561,19719,2,8,99,27,28,,10,,9,99,34,19,,164,171
2020-04-24,PR,17,17,91,1475,10993,3287,2824,30,135,109,1498,11694,3554,2816,57,18700,19863,1,8,96,17,17,,14,1,5,83,20,21,,139,144
2020-04-25,PR,17,17,93,1483,11089,3312,2852,30,145,110,1506,11808,3588,2840,58,18859,20055,2,8,96,25,28,,10,1,8,114,34,24,1,159,192
2020-04-26,PR,17,18,95,1496,11185,3338,2871,30,154,113,1516,11906,3613,2852,59,19015,20213,2,13,96,26,19,,9,3,10,98,25,12,1,156,158
2020-04-27,PR,17,18,96,1514,11288,3373,2898,30,165,114,1527,11988,3634,2874,60,19199,20362,1,18,103,35,27,,11,1,11,82,21,22,1,184,149
2020-04-28,PR,18,18,98,1532,11398,3400,2923,30,182,114,1544,12084,3668,2898,65,19381,20555,2,18,110,27,25,,17,,17,96,34,24,5,182,193
2020-04-29,PR,18,18,101,1539,11499,3435,2947,31,193,114,1556,12178,3692,2920,69,19552,20722,3,7,101,35,24,1,11,,12,94,24,22,4,171,167
2020-04-30,PR,18,18,102,1552,11597,3472,2971,31,199,116,1568,12284,3721,2948,71,19725,20907,1,13,98,37,24,,6,2,12,106,29,28,2,173,185
2020-05-01,PR,18,18,102,1568,11705,3500,2991,32,209,117,1573,12382,3746,2968,72,19898,21067,,16,108,28,20,1,10,1,5,98,25,20,1,173,160
2020-05-02,PR,18,18,104,1582,11813,3547,3012,32,220,119,1584,12470,3770,2990,74,20090,21227,2,14,108,47,21,,11,2,11,88,24,22,2,192,160
2020-05-03,PR,18,19,104,1601,11921,3574,3041,32,227,120,1592,12572,3796,3020,78,20273,21405,,19,108,27,29,,7,1,8,102,26,30,4,183,178
2020-05-04,PR,18,19,104,1616,12028,3608,3073,33,241,120,1606,12670,3816,3037,78,20462,21568,,15,107,34,32,1,14,,14,98,20,17,,189,163
2020-05-05,PR,19,19,104,1632,12123,3646,3097,33,249,122,1618,12778,3841,3053,79,20635,21740,,16,95,38,24,,8,2,12,108,25,16,1,173,172
2020-05-06,PR,19,19,105,1645,12209,3682,3119,34,260,125,1628,12859,3869,3073,83,20794,21897,1,13,86,36,22,1,11,3,10,81,28,20,4,159,157
2020-05-07,PR,19,19,107,1655,12294,3727,3148,35,269,126,1643,12952,3891,3085,84,20966,22050,2,10,85,45,29,1,9,1,15,93,22,12,1,172,153
2020-05-08,PR,19,19,107,1669,12397,3758,3161,35,275,127,1652,13081,3909,3112,85,21127,22241,,14,103,31,13,,6,1,9,129,18,27,1,161,191
2020-05-09,PR,19,19,107,1684,12492,3789,3181,35,287,128,1660,13213,3931,3133,85,21288,22437,,15,95,31,20,,12,1,8,132,22,21,,161,196
2020-05-10,PR,19,20,109,1693,12588,3829,3210,35,297,131,1669,13325,3954,3163,86,21464,22625,2,9,96,40,29,,10,3,9,112,23,30,1,176,188
2020-05-11,PR,19,20,110,1711,12692,3865,3244,35,314,131,1679,13415,3981,3185,86,21657,22791,1,18,104,36,34,,17,,10,90,27,22,,193,166
2020-05-12,PR,20,20,110,1722,12801,3902,3273,35,324,133,1698,13505,3998,3207,86,21843,22951,,11,109,37,29,,10,2,19,90,17,22,,186,160
2020-05-13,PR,20,20,110,1734,12897,3930,3298,36,345,135,1714,13595,4015,3231,87,22005,23122,,12,96,28,25,1,21,2,16,90,17,24,1,162,171
2020-05-14,PR,20,20,113,1748,12998,3967,3332,36,354,136,1729,13695,4041,3251,90,22194,23296,3,14,101,37,34,,9,1,15,100,26,20,3,189,174
2020-05-15,PR,20,20,113,1760,13122,4007,3357,36,364,138,1747,13809,4064,3275,90,22395,23487,,12,124,40,25,,10,2,18,114,23,24,,201,191
2020-05-16,PR,20,20,113,1774,13248,4038,3378,36,375,139,1761,13941,4078,3293,90,22587,23677,,14,126,31,21,,11,1,14,132,14,18,,192,190
2020-05-17,PR,20,21,113,1789,13350,4071,3406,36,385,142,1772,14046,4094,3315,90,22765,23844,,15,102,33,28,,10,3,11,105,16,22,,178,167
2020-05-18,PR,20,21,114,1803,13459,4096,3431,36,400,143,1781,14150,4121,3341,91,22939,24027,1,14,109,25,25,,15,1,9,104,27,26,1,174,183
2020-05-19,PR,21,21,115,1818,13569,4132,3460,38,413,144,1794,14261,4146,3368,91,23132,24217,1,15,110,36,29,2,13,1,13,111,25,27,,193,190
2020-05-20,PR,21,21,116,1838,13689,4171,3477,38,431,144,1807,14339,4179,3390,93,23329,24383,1,20,120,39,17,,18,,13,78,33,22,2,197,166
2020-05-21,PR,21,21,118,1852,13803,4199,3513,38,446,145,1819,14447,4198,3410,93,23523,24558,2,14,114,28,36,,15,1,12,108,19,20,,194,175
2020-05-22,PR,21,21,120,1865,13944,4240,3529,39,462,147,1830,14543,4221,3430,94,23737,24727,2,13,141,41,16,1,16,2,11,96,23,20,1,214,169
2020-05-23,PR,21,21,121,1876,14063,4285,3548,40,477,147,1836,14666,4239,3454,94,23933,24913,1,11,119,45,19,1,15,,6,123,18,24,,196,186
2020-05-24,PR,21,22,122,1900,14185,4311,3569,40,492,149,1848,14754,4253,3469,96,24127,25061,1,24,122,26,21,,15,2,12,88,14,15,2,194,148
2020-05-25,PR,21,22,123,1913,14311,4359,3592,40,503,151,1862,14861,4271,3493,96,24338,25237,1,13,126,48,23,,11,2,14,107,18,24,,211,176
2020-05-26,PR,22,22,124,1930,14412,4393,3628,41,518,155,1879,14967,4292,3516,96,24528,25423,1,17,101,34,36,1,15,4,17,106,21,23,,190,186
2020-05-27,PR,22,22,125,1945,14532,4437,3643,41,531,156,1885,15067,4314,3532,97,24723,25582,1,15,120,44,15,,13,1,6,100,22,16,1,195,159
2020-05-28,PR,22,22,125,1957,14637,4472,3670,42,550,156,1905,15181,4336,3557,99,24903,25784,,12,105,35,27,1,19,,20,114,22,25,2,180,202
2020-05-29,PR,22,22,126,1969,14763,4510,3705,42,565,158,1920,15307,4358,3578,101,25115,25987,1,12,126,38,35,,15,2,15,126,22,21,2,212,203
2020-05-30,PR,22,22,126,1983,14885,4541,3741,43,585,161,1933,15412,4390,3602,101,25319,26184,,14,122,31,36,1,20,3,13,105,32,24,,204,197
2020-05-31,PR,22,23,129,1992,14997,4588,3775,43,602,162,1945,15528,4413,3628,102,25524,26380,3,9,112,47,34,,17,1,12,116,23,26,1,205,196
